k;N;Ca;P;Mg;class
230.08;69.92;185.35;21.91;74.19;Ruim
485.5;17.53;8.9;32.24;40.99;Ruim
335.57;269.49;191.41;38.58;51.04;Ruim
327.53;498.72;59.86;3.75;67.72;Ruim
321.93;222.82;11.53;76.99;66.28;Ruim
247.66;487.05;196.12;86.83;30.58;Ruim
5.17;486.83;79.64;81.31;86.17;Ruim
385.7;363.60;104.1;67.13;44.64;Ruim
320.95;150.29;143.95;76.28;91.80;Ruim
440.05;376.09;20.3;92.78;37.48;Ruim
425.19;128.95;148.24;65.73;16.88;Ruim
230.41;472.37;121.44;88.09;45.55;Ruim
118.71;431.61;16.53;56.47;81.69;Ruim
213.85;459.90;100.22;59.94;66.11;Ruim
26.5;78.63;122.48;17.74;23.10;Ruim
451.51;433.42;39.21;97.89;64.77;Ruim
478.78;43.49;10.21;88.14;38.97;Ruim
162.58;394.89;192.89;54.67;24.21;Bom
461.72;5.59;163.96;49.87;49.64;Ruim
9.73;62.87;17.69;73.72;68.74;Ruim
320.53;201.23;160.16;54.35;13.61;Ruim
331.52;94.00;124.02;62.22;15.35;Ruim
490.6;249.48;16.55;76.89;88.66;Pessimo
193.5;87.85;171.92;56.46;69.72;Ruim
339.25;7.37;196.61;4.96;93.23;Pessimo
420.7;330.75;102.56;60.24;26.55;Ruim
319.69;56.99;134.66;99.63;68.37;Pessimo
207.29;308.59;190.22;75.74;27.42;Ruim
440.04;366.98;82.87;96.87;87.03;Ruim
308.97;189.40;116.13;67.29;37.95;Ruim
98.76;36.46;121.0;39.23;4.87;Ruim
231.85;377.51;59.55;32.05;4.31;Ruim
79.47;246.53;141.77;38.46;55.48;Ruim
485.48;186.45;140.81;8.65;10.37;Ruim
42.09;488.63;138.53;61.46;71.81;Pessimo
17.96;449.97;137.58;77.5;45.80;Ruim
191.98;259.02;148.55;56.54;8.44;Ruim
128.49;4.85;147.2;87.96;73.35;Ruim
348.09;289.40;125.41;31.41;92.17;Ruim
355.93;178.02;46.19;76.44;44.61;Bom
201.26;494.61;28.01;38.32;30.53;Ruim
312.78;349.54;57.01;68.54;18.22;Ruim
427.03;453.50;54.48;47.4;66.82;Ruim
401.45;479.33;92.34;24.7;73.95;Ruim
330.62;95.81;36.46;44.66;18.90;Ruim
194.66;141.60;132.85;56.48;53.02;Bom
217.53;418.53;162.83;3.77;26.49;Ruim
119.43;499.88;12.89;50.16;66.30;Ruim
26.0;201.06;156.97;76.65;81.49;Ruim
304.73;464.11;37.51;21.81;73.97;Ruim
248.57;66.66;166.47;77.84;28.21;Ruim
387.94;475.28;139.99;32.79;9.33;Ruim
26.9;299.10;130.63;59.52;94.79;Ruim
293.18;436.52;31.31;73.51;93.52;Ruim
110.07;239.51;188.02;23.99;39.77;Ruim
112.15;331.22;149.73;22.54;93.89;Ruim
419.3;462.19;67.71;30.77;93.82;Ruim
249.86;35.23;172.25;87.09;67.05;Pessimo
317.25;498.71;74.93;23.34;19.10;Ruim
94.17;79.21;142.29;18.74;56.47;Ruim
120.55;261.75;117.99;97.1;27.63;Ruim
341.73;383.51;167.58;14.61;47.77;Ruim
337.79;238.07;76.82;75.74;77.58;Ruim
98.44;144.20;20.32;2.83;83.92;Bom
182.69;329.39;115.4;57.47;12.66;Ruim
281.45;36.23;151.9;60.17;41.06;Ruim
123.72;367.76;8.89;92.08;1.92;Ruim
467.94;419.23;132.0;41.02;40.17;Ruim
464.81;15.27;80.49;3.27;26.90;Ruim
335.48;492.58;80.34;7.21;33.46;Ruim
278.94;344.04;162.74;68.04;14.25;Ruim
313.3;123.58;88.09;97.21;30.44;Bom
132.1;236.23;134.99;82.29;77.36;Bom
259.71;218.67;118.51;38.39;81.29;Ruim
208.32;71.03;33.07;75.82;46.69;Ruim
85.12;108.94;49.52;25.8;52.43;Ruim
422.45;219.32;121.8;36.96;87.30;Ruim
448.44;122.01;158.16;43.05;59.36;Bom
450.47;139.65;18.28;5.32;63.33;Ruim
341.32;333.13;66.33;65.85;68.66;Ruim
2.32;18.92;55.6;24.53;46.54;Ruim
472.05;21.34;9.79;91.4;33.26;Ruim
430.73;498.97;92.9;56.4;92.23;Ruim
291.8;8.61;78.13;55.02;0.21;Ruim
44.36;207.12;18.45;21.56;74.00;Ruim
424.53;444.75;62.14;20.97;31.04;Ruim
119.62;39.50;166.78;30.81;23.65;Ruim
109.19;291.08;80.99;43.46;91.75;Bom
353.38;44.53;43.78;40.68;92.85;Ruim
444.35;438.53;22.54;18.7;24.98;Ruim
482.36;216.53;25.77;34.49;16.90;Ruim
36.49;192.28;24.8;77.61;21.80;Ruim
159.05;65.62;170.47;90.59;59.71;Bom
236.94;269.38;61.96;35.26;17.37;Bom
436.56;441.48;27.64;61.1;93.54;Pessimo
417.32;25.15;69.44;32.06;57.98;Ruim
10.66;293.45;100.52;66.62;13.15;Ruim
243.54;233.23;38.1;64.33;63.58;Ruim
56.5;5.61;129.3;6.04;22.41;Ruim
139.34;199.20;44.5;35.82;63.74;Bom
330.3;377.85;120.86;64.52;76.05;Ruim
259.12;483.45;191.8;2.3;15.27;Ruim
381.61;193.24;184.44;30.92;74.45;Ruim
147.85;369.49;18.66;54.85;41.09;Bom
126.26;136.84;80.66;31.18;53.02;Ideal
360.06;373.47;155.21;6.16;35.06;Ruim
403.28;307.84;43.46;89.17;79.69;Ruim
100.43;266.90;14.71;38.77;83.68;Ruim
24.95;302.77;158.89;8.92;28.81;Ruim
245.53;232.04;6.2;77.83;15.18;Ruim
220.81;435.46;55.19;88.84;25.49;Ruim
350.14;477.99;193.11;90.26;3.50;Pessimo
157.72;366.87;147.46;97.37;20.36;Bom
49.1;235.81;105.29;10.66;6.50;Ruim
118.54;364.29;118.78;83.08;19.13;Ruim
200.81;362.99;17.58;56.0;40.11;Ruim
287.62;340.77;65.07;96.53;88.32;Ruim
299.51;233.75;44.43;55.16;43.52;Ruim
106.64;19.08;48.41;2.33;95.60;Ruim
378.49;14.56;11.52;9.78;61.10;Pessimo
493.34;100.82;135.39;8.89;71.90;Ruim
444.67;326.85;93.36;28.5;55.55;Ruim
295.36;498.09;175.01;64.67;46.14;Ruim
97.33;115.87;73.76;96.48;44.36;Bom
172.61;397.71;14.88;74.38;92.82;Ruim
174.61;216.08;138.08;86.5;45.50;Bom
124.02;321.08;26.68;62.27;4.37;Ruim
319.21;423.58;115.4;55.66;12.04;Ruim
474.69;38.27;105.22;62.84;99.07;Ruim
352.28;378.18;7.15;77.32;85.89;Pessimo
61.91;470.96;150.88;8.1;9.20;Ruim
288.81;5.40;97.51;99.34;23.66;Ruim
111.45;208.33;99.34;70.61;15.48;Ruim
460.34;49.49;143.16;21.23;41.22;Ruim
206.88;6.38;17.96;60.91;67.90;Ruim
94.99;28.51;175.06;10.75;1.56;Ruim
70.09;495.22;183.27;54.22;86.09;Ruim
430.41;240.43;45.63;29.45;50.12;Ruim
300.49;86.65;151.04;47.81;62.99;Ruim
198.93;450.44;142.94;19.89;91.15;Ruim
292.44;82.94;119.15;71.59;73.36;Ruim
363.75;155.97;15.87;24.36;51.81;Ruim
247.81;138.43;45.85;94.02;37.48;Bom
53.56;267.34;134.84;0.85;32.33;Ruim
237.81;307.68;169.59;27.09;65.15;Ruim
190.03;337.53;48.85;84.99;13.32;Ruim
162.87;403.18;62.58;17.19;73.35;Bom
71.84;495.68;159.52;63.0;27.79;Ruim
70.04;297.35;17.09;63.59;93.47;Ruim
188.26;417.18;144.15;44.09;62.20;Ruim
26.58;353.54;47.33;93.45;26.68;Ruim
155.02;423.27;158.12;33.78;89.64;Bom
169.43;289.83;35.28;26.19;48.42;Bom
442.6;350.66;11.8;14.93;32.66;Ruim
63.4;154.16;70.06;21.81;36.04;Ideal
328.87;434.01;54.01;21.9;96.64;Ruim
243.33;463.71;139.32;52.38;47.04;Ruim
374.84;17.84;9.5;51.95;46.09;Ruim
231.13;387.96;94.18;98.54;52.23;Ruim
477.44;277.32;187.05;58.79;34.62;Ruim
481.59;8.99;61.54;24.6;22.03;Ruim
331.44;471.24;5.58;91.24;61.49;Pessimo
456.26;215.43;49.03;50.13;39.02;Ruim
143.47;401.14;114.64;42.09;74.11;Bom
140.69;421.96;3.32;69.89;4.16;Ruim
491.41;261.18;155.0;19.09;29.83;Ruim
445.74;415.20;120.31;21.79;31.58;Ruim
300.27;142.08;8.22;69.62;66.43;Ruim
56.29;97.42;87.57;21.72;44.50;Bom
238.19;240.32;118.29;97.08;48.18;Ruim
463.17;46.23;116.6;16.54;30.11;Ruim
165.53;297.77;2.22;40.32;63.85;Bom
49.67;362.37;150.38;24.4;19.75;Ruim
9.35;358.36;156.14;40.18;94.62;Ruim
28.81;412.91;48.39;77.15;42.28;Ruim
315.49;188.87;60.29;70.56;11.02;Ruim
249.72;262.94;106.38;97.74;30.52;Ruim
186.58;289.00;118.32;96.27;54.16;Ruim
132.1;26.56;52.13;49.34;33.15;Bom
280.88;443.47;163.23;21.46;4.56;Ruim
328.03;304.77;43.99;8.37;14.52;Ruim
226.11;41.17;56.07;86.03;1.55;Ruim
191.29;226.93;3.35;23.42;72.38;Ruim
499.65;164.83;3.47;95.65;60.36;Ruim
356.34;248.25;33.09;66.88;86.36;Ruim
223.2;149.10;187.18;97.72;98.37;Bom
345.47;81.92;118.5;25.95;27.95;Ruim
409.93;361.46;103.95;96.23;51.49;Ruim
277.97;213.56;109.73;28.3;59.49;Ruim
334.88;396.58;147.47;86.11;81.38;Pessimo
174.6;341.49;100.52;91.19;55.89;Bom
279.63;304.30;112.15;40.38;11.70;Ruim
99.63;117.42;26.67;97.58;34.12;Ruim
329.11;88.38;54.24;96.2;94.95;Ruim
403.07;144.20;102.39;73.68;56.46;Ruim
476.3;341.31;96.95;57.16;93.75;Ruim
468.47;123.39;34.14;33.87;32.17;Bom
260.47;93.36;56.11;18.88;50.90;Ruim
393.9;132.93;32.49;34.26;42.94;Bom
389.95;176.73;106.65;28.52;76.52;Bom
368.05;181.21;158.91;19.99;82.02;Ruim
449.39;20.87;156.11;70.83;96.64;Pessimo
55.73;35.59;21.52;27.96;4.61;Ruim
353.64;68.95;128.5;68.04;87.57;Ruim
432.79;135.36;112.15;13.55;6.27;Ruim
12.6;91.12;53.16;71.75;80.87;Ruim
446.87;252.49;34.51;4.71;72.57;Ruim
194.91;478.41;180.17;4.23;11.80;Ruim
88.23;476.34;199.32;76.57;83.88;Ruim
293.38;70.94;131.79;50.43;79.99;Ruim
440.31;230.17;85.19;92.66;99.33;Ruim
174.14;325.90;55.09;29.61;69.30;Bom
297.9;392.80;27.03;60.17;82.23;Ruim
333.6;226.36;190.08;26.02;71.47;Ruim
413.53;55.53;132.5;3.26;18.93;Ruim
51.88;415.73;197.18;83.56;21.42;Ruim
336.51;202.27;171.9;86.69;20.11;Ruim
2.98;55.74;142.92;26.8;74.61;Ruim
151.05;281.19;20.13;77.1;92.32;Ruim
48.86;234.00;81.81;55.87;41.51;Bom
386.95;11.09;98.75;43.99;52.67;Ruim
178.36;248.03;167.63;73.21;79.59;Ruim
453.36;57.34;125.01;18.18;31.08;Ruim
471.14;204.82;108.81;80.2;25.53;Ruim
31.98;134.62;27.89;69.77;90.11;Ruim
35.76;207.55;50.98;57.1;79.65;Ruim
135.56;149.40;8.47;48.88;48.84;Bom
199.86;253.20;197.21;31.79;10.82;Ruim
422.32;259.85;66.98;96.53;64.36;Ruim
324.24;477.52;68.58;56.11;31.97;Ruim
203.18;450.44;88.86;14.0;77.89;Ruim
480.4;187.20;159.4;14.24;35.95;Ruim
325.98;413.62;153.72;3.32;4.04;Pessimo
55.01;67.83;70.55;83.21;59.67;Ruim
69.19;277.32;135.86;79.93;69.67;Ruim
26.8;145.58;122.12;61.0;31.73;Ruim
47.24;28.94;51.67;53.27;62.58;Ruim
112.54;200.86;198.28;30.58;69.66;Ruim
444.29;455.16;102.67;85.77;52.57;Ruim
306.99;201.02;167.06;58.93;59.34;Ruim
473.99;350.27;0.04;58.09;24.05;Ruim
279.14;113.74;9.45;76.52;63.32;Ruim
292.17;117.00;128.71;26.71;91.69;Ruim
397.97;432.16;92.65;95.38;83.44;Ruim
164.06;184.10;35.6;66.26;72.16;Bom
156.78;114.26;117.34;94.69;86.64;Bom
473.48;319.16;175.95;29.26;16.93;Ruim
119.35;88.59;18.65;24.47;15.78;Ruim
77.5;149.48;135.41;66.09;71.75;Bom
399.09;288.80;67.6;45.91;50.75;Bom
106.78;17.91;1.55;58.2;57.46;Ruim
289.85;105.10;110.27;81.76;84.68;Ruim
74.04;85.05;142.82;14.7;32.93;Ruim
84.81;365.12;103.87;73.54;27.73;Ruim
387.08;226.19;96.98;86.88;16.52;Ruim
281.53;79.83;10.24;49.25;67.70;Ruim
23.81;48.19;38.54;25.84;46.70;Ruim
114.07;447.47;66.31;60.48;23.56;Bom
289.03;357.80;139.67;31.75;37.41;Ruim
226.31;40.33;117.05;42.1;47.51;Ruim
178.4;63.89;175.15;62.13;66.30;Bom
202.13;313.71;162.16;41.61;87.80;Ruim
483.42;90.02;40.44;58.19;43.34;Ruim
31.49;295.55;187.28;21.72;53.67;Ruim
437.69;57.95;89.04;96.88;44.23;Ruim
448.95;6.54;191.94;99.32;92.97;Pessimo
18.68;195.15;60.5;29.36;77.83;Ruim
442.29;13.27;22.42;17.92;23.76;Ruim
440.96;85.38;198.35;64.96;85.84;Ruim
46.35;316.59;68.35;38.44;11.62;Ruim
185.33;124.17;26.95;65.21;68.44;Bom
176.66;125.55;42.12;30.46;84.87;Ideal
452.11;140.55;159.98;18.55;32.40;Bom
23.76;417.56;60.38;88.72;97.51;Ruim
489.56;205.36;16.73;29.18;31.77;Ruim
370.96;308.45;70.27;35.93;19.46;Bom
397.04;183.21;127.8;78.46;46.28;Ruim
408.46;29.32;119.67;90.38;75.02;Ruim
82.37;387.86;70.59;72.2;23.79;Ruim
45.89;271.82;1.32;97.89;24.23;Ruim
33.9;418.87;45.92;74.15;29.68;Ruim
6.67;433.92;123.43;26.32;45.45;Ruim
396.86;59.31;38.97;12.08;40.53;Ruim
79.1;344.73;0.41;40.67;30.31;Ruim
327.04;191.18;49.79;14.99;11.99;Ruim
325.67;273.05;86.17;5.98;46.63;Ruim
199.14;294.30;2.23;40.43;84.42;Ruim
413.07;109.54;61.97;4.99;6.36;Ruim
44.23;140.07;14.09;7.38;42.87;Ruim
456.64;482.73;5.2;2.44;40.64;Ruim
184.55;58.15;61.32;51.39;42.82;Bom
415.24;66.42;4.41;48.04;33.15;Ruim
65.76;81.72;36.98;47.53;41.58;Ruim
98.88;57.61;148.49;50.21;30.05;Ruim
309.92;6.04;161.01;16.37;39.48;Ruim
439.12;256.04;93.7;52.53;48.33;Ruim
275.45;308.76;4.34;30.72;63.58;Ruim
111.07;360.67;5.23;97.16;89.13;Ruim
224.38;62.59;163.7;11.81;95.86;Ruim
208.83;424.36;99.56;7.29;40.22;Ruim
135.41;398.32;114.68;49.02;55.44;Bom
331.58;400.44;34.47;15.5;17.75;Ruim
94.22;276.19;123.1;15.54;31.59;Ruim
345.82;392.86;168.71;71.31;8.56;Pessimo
154.23;56.09;94.32;35.27;70.49;Bom
176.77;455.68;136.8;55.26;69.14;Bom
52.57;207.31;194.89;42.67;82.33;Ruim
298.93;203.63;49.57;65.37;16.51;Ruim
469.35;274.62;134.22;77.13;22.93;Ruim
230.99;457.99;199.92;81.43;38.46;Ruim
364.9;346.67;26.17;58.25;80.63;Ruim
280.59;434.91;130.78;99.34;17.80;Ruim
461.17;63.53;192.42;17.17;39.28;Ruim
90.11;216.90;73.34;10.52;74.43;Bom
410.56;413.63;129.19;49.13;76.31;Ruim
51.43;162.29;186.31;70.0;20.61;Ruim
299.71;56.71;101.98;2.34;86.94;Ruim
353.1;358.25;78.41;50.72;21.60;Ruim
329.39;62.70;199.71;12.16;74.28;Ruim
297.28;388.65;78.5;21.98;87.21;Ruim
125.75;281.75;137.83;56.35;52.56;Bom
178.94;62.97;64.21;64.72;98.41;Bom
39.7;400.08;174.84;8.36;90.16;Pessimo
310.55;64.40;60.43;80.96;33.96;Ruim
216.59;10.30;71.46;79.6;35.12;Bom
353.32;310.44;135.79;23.2;88.94;Ruim
337.59;225.67;162.05;6.5;62.05;Ruim
306.31;324.17;137.5;76.49;1.13;Pessimo
234.3;350.30;130.71;42.96;1.84;Ruim
87.44;496.68;196.75;68.96;70.64;Ruim
445.99;461.54;55.78;51.25;34.73;Ruim
215.82;336.48;196.62;32.21;70.18;Ruim
236.91;459.26;46.14;65.87;30.16;Ruim
254.25;102.34;87.19;80.31;85.76;Ruim
61.42;223.50;110.39;69.25;33.28;Ruim
50.46;33.73;129.16;3.38;73.04;Pessimo
263.91;494.73;63.68;19.71;17.71;Ruim
376.28;143.57;14.42;54.6;30.26;Bom
466.19;85.04;39.58;67.74;59.96;Ruim
468.22;261.32;132.33;69.09;19.88;Ruim
341.66;31.62;76.63;31.78;24.44;Bom
430.17;214.52;130.5;9.24;6.96;Ruim
137.92;279.00;25.91;57.52;60.80;Bom
452.88;304.63;81.43;3.76;59.31;Ruim
70.89;200.80;193.44;82.46;3.06;Ruim
7.39;398.30;140.06;80.06;63.98;Pessimo
471.93;364.36;17.08;2.71;22.58;Ruim
154.78;111.21;126.69;17.63;52.04;Bom
384.65;290.90;16.79;49.29;40.87;Ruim
330.84;212.10;189.42;97.04;98.58;Ruim
127.64;294.72;68.69;30.23;95.62;Bom
44.19;147.97;150.22;35.81;93.64;Bom
96.84;430.71;168.88;8.42;7.91;Ruim
261.68;293.35;24.54;63.88;10.61;Pessimo
329.02;486.16;73.34;45.94;40.55;Bom
343.42;99.90;89.56;36.81;38.06;Bom
160.72;128.25;51.57;17.08;15.21;Ideal
112.56;462.91;167.49;11.36;43.38;Ruim
271.88;298.18;102.92;85.12;45.13;Ruim
297.71;187.33;183.11;25.63;1.75;Ruim
109.88;301.72;198.55;3.11;9.90;Ruim
109.03;139.62;22.26;8.0;43.20;Bom
138.89;305.69;151.08;67.96;7.53;Ruim
347.96;167.44;119.68;82.62;46.73;Bom
339.02;438.03;80.37;30.03;68.38;Ruim
195.31;396.28;21.9;17.63;90.53;Ruim
74.82;353.27;60.43;30.65;56.73;Ruim
499.19;165.27;171.92;86.16;22.34;Ruim
263.04;287.65;81.33;50.17;30.99;Ruim
469.28;133.76;143.28;17.05;64.91;Ruim
213.19;323.63;78.61;80.32;75.64;Ruim
237.71;483.08;66.71;74.92;94.94;Ruim
383.55;316.39;85.94;55.18;20.57;Ruim
189.37;399.20;12.11;54.9;11.20;Ruim
284.86;35.20;1.74;84.94;35.41;Ruim
340.54;287.48;53.4;79.16;91.65;Ruim
384.97;226.14;45.01;50.61;45.72;Ruim
299.23;283.37;40.84;92.73;51.57;Ruim
204.3;81.19;43.34;46.26;74.35;Ruim
455.08;85.79;36.95;7.95;86.87;Ruim
268.19;82.31;38.9;77.78;75.69;Ruim
71.22;166.49;168.69;60.58;0.02;Bom
204.43;107.75;17.73;93.12;60.22;Ruim
345.71;426.40;85.14;9.71;32.21;Ruim
315.5;462.87;66.95;38.0;13.49;Bom
495.84;314.96;129.2;78.07;95.44;Pessimo
405.74;486.40;182.87;83.88;59.11;Pessimo
264.38;149.07;130.89;89.53;23.96;Ruim
379.65;0.06;91.51;36.09;14.31;Ruim
288.3;314.65;193.24;3.08;11.00;Pessimo
159.5;393.37;56.73;20.28;42.49;Bom
38.51;361.83;4.98;53.86;18.53;Ruim
453.56;372.63;128.4;72.96;90.60;Pessimo
303.76;264.32;106.64;39.11;81.30;Ruim
335.68;36.54;142.2;96.44;40.07;Ruim
482.62;414.46;149.93;96.44;8.40;Pessimo
66.21;269.60;124.86;89.28;32.36;Ruim
421.83;161.91;195.68;79.73;59.73;Ruim
78.25;23.22;108.21;83.79;62.56;Ruim
405.69;171.72;104.81;77.75;40.05;Bom
298.61;290.64;135.99;13.84;87.55;Pessimo
121.77;418.71;170.24;28.49;12.08;Bom
496.33;163.10;77.18;47.67;68.62;Bom
163.98;379.35;30.53;26.34;58.82;Bom
126.88;196.66;125.68;43.45;54.35;Bom
324.11;309.90;85.99;65.12;54.32;Ruim
124.72;183.69;109.88;46.0;53.01;Bom
425.77;101.03;153.13;72.9;76.59;Ruim
349.14;125.94;114.65;66.49;39.97;Bom
275.8;139.65;38.59;60.32;56.15;Bom
393.66;249.80;145.02;73.36;26.15;Ruim
191.05;73.41;145.25;24.92;42.09;Ruim
56.95;463.21;177.25;14.3;83.41;Pessimo
207.09;45.79;92.45;36.61;60.45;Ruim
447.41;140.88;107.57;71.37;90.87;Ruim
199.23;353.24;158.88;67.77;98.24;Ruim
33.16;323.66;157.96;47.98;15.13;Ruim
175.29;380.25;74.71;0.49;26.59;Bom
464.31;181.93;90.72;75.6;29.11;Bom
16.8;453.38;73.14;86.79;58.12;Ruim
98.1;302.44;187.6;14.16;83.08;Ruim
367.36;309.97;101.03;6.44;71.61;Ruim
69.09;39.77;91.76;85.22;93.39;Ruim
403.95;302.22;183.41;38.45;78.09;Ruim
17.51;465.02;63.29;20.97;23.19;Ruim
447.28;110.03;10.11;32.68;0.68;Ruim
85.63;365.55;49.3;49.72;77.43;Ruim
58.87;313.88;183.34;27.24;17.87;Ruim
280.41;37.66;130.48;95.43;21.21;Ruim
290.2;432.24;99.76;20.88;55.01;Ruim
64.85;97.73;134.98;19.18;67.30;Ruim
251.08;180.14;64.07;20.76;0.38;Bom
347.37;447.42;76.86;80.45;84.60;Ruim
14.55;489.03;182.78;63.9;0.16;Pessimo
225.1;48.96;129.9;40.12;29.84;Ruim
157.82;214.33;3.37;48.95;10.49;Bom
92.27;333.38;132.01;62.59;26.42;Ruim
481.82;0.99;47.25;83.77;20.44;Ruim
326.71;291.72;111.14;56.1;74.65;Ruim
482.64;283.76;108.01;38.33;6.51;Ruim
25.52;375.89;112.28;10.8;22.29;Ruim
417.71;497.10;194.23;72.16;56.32;Pessimo
485.8;253.98;198.68;46.47;73.32;Ruim
314.58;425.55;25.42;83.75;16.61;Ruim
3.63;452.25;153.22;87.49;58.71;Pessimo
244.07;136.04;63.95;76.75;52.74;Bom
200.29;300.94;169.57;15.93;37.19;Ruim
400.75;337.87;89.14;89.86;87.78;Ruim
11.88;46.90;88.77;29.59;37.24;Ruim
104.46;286.44;14.35;12.98;74.57;Ruim
199.9;342.62;22.54;38.0;50.61;Ruim
142.44;24.17;56.11;56.67;74.22;Bom
347.99;340.69;166.41;33.01;63.77;Ruim
463.86;338.79;93.37;26.54;49.37;Ruim
46.52;374.13;127.69;9.25;54.54;Ruim
393.02;102.49;118.14;98.28;97.56;Ruim
133.25;301.38;30.22;13.12;57.27;Ruim
471.0;447.51;11.83;70.32;77.72;Pessimo
102.56;381.09;159.08;73.36;47.03;Ruim
239.66;271.54;23.95;48.45;76.13;Ruim
128.36;461.78;35.35;87.81;59.71;Bom
33.86;109.82;131.32;19.96;54.93;Ruim
78.85;125.12;195.88;57.14;69.59;Bom
309.05;218.35;131.99;89.81;20.16;Ruim
316.35;30.88;179.7;62.89;54.29;Ruim
202.97;415.11;25.12;20.89;93.98;Ruim
150.72;379.98;134.96;18.38;17.28;Bom
405.62;260.99;115.59;69.45;21.32;Ruim
440.45;32.93;87.45;80.75;1.99;Ruim
149.63;378.26;5.25;37.91;98.08;Bom
341.04;381.42;75.99;52.84;21.97;Ruim
407.22;230.10;176.56;45.25;72.42;Ruim
147.73;188.76;26.3;94.19;78.42;Bom
44.09;119.50;142.32;31.2;59.95;Ruim
63.0;3.68;83.38;95.7;60.29;Ruim
456.82;239.13;83.51;48.1;22.37;Bom
117.22;431.54;19.48;50.65;11.38;Ruim
165.99;403.09;82.29;19.03;29.49;Bom
140.88;471.62;12.17;97.78;60.56;Ruim
444.98;463.05;132.54;7.26;98.61;Pessimo
413.33;430.62;170.76;76.45;21.37;Ruim
177.59;228.62;17.71;60.47;52.95;Bom
143.81;398.23;187.82;48.76;46.19;Bom
357.8;499.70;5.03;30.23;82.61;Ruim
30.49;105.40;57.22;67.18;14.31;Ruim
245.2;460.39;80.63;33.58;71.23;Ruim
436.53;289.61;94.34;80.0;67.06;Ruim
178.33;376.20;34.85;56.93;99.51;Bom
350.81;452.70;102.86;53.18;58.71;Ruim
14.41;258.84;76.28;25.5;80.04;Ruim
392.67;379.61;67.76;97.37;42.40;Ruim
132.76;132.65;99.28;35.54;85.81;Ideal
10.68;294.07;63.51;17.9;94.26;Ruim
497.14;476.80;111.44;9.99;60.26;Ruim
194.77;487.48;177.23;15.99;58.00;Ruim
67.32;208.22;149.66;51.26;78.15;Ruim
209.07;277.89;11.63;21.37;0.74;Ruim
384.6;424.04;19.91;81.79;93.30;Pessimo
420.58;152.25;9.01;50.09;51.74;Ruim
334.13;317.62;167.35;98.86;48.86;Ruim
143.8;40.35;116.27;23.51;55.80;Bom
78.89;206.65;73.6;71.1;30.20;Bom
313.6;60.08;136.32;75.28;67.83;Pessimo
335.33;319.10;48.47;13.65;26.71;Ruim
216.43;169.19;96.29;72.2;67.14;Bom
200.46;345.30;25.67;13.65;44.46;Ruim
2.35;117.84;83.32;8.55;20.63;Ruim
455.07;364.34;15.41;1.44;19.97;Ruim
489.42;153.48;55.46;34.83;58.87;Bom
19.11;124.46;144.11;41.15;8.57;Bom
431.58;191.82;23.54;93.56;44.13;Ruim
348.64;389.59;134.0;91.49;74.98;Pessimo
300.78;479.35;9.82;18.04;26.37;Ruim
135.14;398.22;0.97;53.18;29.36;Bom
349.76;146.70;92.78;57.63;19.78;Bom
198.61;273.69;31.15;90.19;46.44;Ruim
423.93;219.74;109.28;18.72;75.53;Ruim
320.88;334.80;100.92;71.88;2.85;Ruim
248.4;379.14;125.87;31.58;97.60;Ruim
147.17;188.14;22.45;49.61;90.75;Bom
221.23;467.52;114.36;59.6;46.26;Ruim
405.2;444.58;97.17;17.17;23.19;Ruim
13.67;0.31;79.44;77.33;68.33;Ruim
411.05;369.94;6.87;50.53;97.97;Ruim
357.23;286.93;104.76;67.2;62.21;Ruim
377.11;136.01;142.83;14.48;98.86;Ruim
123.76;187.17;152.34;74.34;93.93;Bom
447.35;77.89;128.84;1.9;1.05;Ruim
67.86;254.18;132.38;12.81;4.41;Ruim
350.64;112.73;46.65;8.18;30.27;Ruim
86.45;94.14;189.24;93.77;81.84;Ruim
425.69;416.88;5.14;24.21;82.91;Ruim
342.42;352.87;78.64;43.92;34.10;Bom
357.46;88.55;160.35;44.65;36.47;Ruim
82.07;190.27;110.92;62.36;13.31;Ruim
10.86;112.39;104.82;88.95;14.74;Ruim
256.83;295.70;52.62;62.68;45.01;Ruim
78.64;451.74;42.15;7.62;89.97;Ruim
170.48;84.94;35.2;36.05;22.78;Bom
308.58;188.08;32.83;0.03;51.58;Ruim
298.29;409.52;44.76;7.9;31.45;Ruim
7.19;274.09;24.86;50.22;0.04;Ruim
318.49;429.83;13.28;97.8;52.75;Ruim
366.29;357.65;90.57;35.77;85.52;Ruim
196.32;462.85;81.48;93.91;60.60;Ruim
241.83;204.95;82.89;56.41;52.89;Bom
369.01;4.02;198.3;20.52;15.43;Ruim
254.53;209.74;153.75;54.21;59.23;Ruim
45.76;205.48;83.28;22.15;17.43;Bom
312.21;237.61;128.7;55.49;69.40;Ruim
53.67;480.80;69.87;25.61;82.58;Ruim
452.89;36.54;34.69;14.06;77.24;Ruim
131.31;311.21;175.84;22.51;88.11;Bom
269.63;23.56;80.44;3.61;20.64;Ruim
227.64;353.73;40.52;34.34;38.34;Bom
342.63;237.65;70.08;28.48;55.39;Bom
347.63;66.57;10.57;12.31;38.91;Ruim
161.09;426.46;114.5;31.8;6.55;Bom
434.67;78.82;69.09;52.95;59.25;Ruim
300.06;337.88;96.44;19.59;39.40;Ruim
132.7;38.49;181.09;40.96;24.56;Bom
333.63;61.89;71.09;35.39;99.51;Bom
